train_stop_id,trip_id,stop_sequence,stop_id,arrival_time,departure_time,no_exit,no_entry,border_control,_c9,_c10,_c11,_c12,_c13,_c14,_c15,_c16,_c17,_c18,_c19,_c20,_c21,_c22,_c23,_c24,_c25
BDŽ 8656:6,BDŽ 8656,6.0,Jabalkovo,2026-02-27 04:53:00,2026-02-27 05:03:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:7,BDŽ 8656,7.0,Parvomai,2026-02-27 05:05:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:8,BDŽ 8656,8.0,Popovitsa,2026-02-27 05:15:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:9,BDŽ 8656,9.0,Cheshnegirovo,2026-02-27 05:21:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:10,BDŽ 8656,10.0,Sadov,2026-02-27 05:25:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:11,BDŽ 8656,11.0,Katunitsa,2026-02-27 05:31:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:12,BDŽ 8656,12.0,Krumovo,2026-02-27 05:38:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:13,BDŽ 8656,13.0,Plovdiv,2026-02-27 05:52:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:14,BDŽ 8656,14.0,Proslav,2026-02-27 06:01:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:15,BDŽ 8656,15.0,Todor Kableshkov,2026-02-27 06:05:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:16,BDŽ 8656,16.0,Kadievo,2026-02-27 06:09:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:17,BDŽ 8656,17.0,Stambolijski,2026-02-27 06:14:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:18,BDŽ 8656,18.0,Pazardzhik,2026-02-27 06:26:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:19,BDŽ 8656,19.0,Septemvri,2026-02-27 06:36:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:20,BDŽ 8656,20.0,Belovo,2026-02-27 06:48:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:21,BDŽ 8656,21.0,Kostenets,2026-02-27 07:13:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:22,BDŽ 8656,22.0,Ihtiman,2026-02-27 07:39:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:23,BDŽ 8656,23.0,Vakarel,2026-02-27 08:03:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:24,BDŽ 8656,24.0,Elin Pelin,2026-02-27 08:22:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:25,BDŽ 8656,25.0,Kazichene,2026-02-27 08:34:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:26,BDŽ 8656,26.0,Iskar,2026-02-27 08:41:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:28,BDŽ 8656,28.0,Poduiane,2026-02-27 08:53:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:99,BDŽ 8656,99.0,Sofia,2026-02-27 09:00:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:0,BDŽ 8657,0.0,Sofia,,2026-02-27 21:00:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:1,BDŽ 8657,1.0,Poduiane,,2026-02-27 21:16:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:3,BDŽ 8657,3.0,Iskar,,2026-02-27 21:29:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:4,BDŽ 8657,4.0,Kazichene,,2026-02-27 21:37:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:5,BDŽ 8657,5.0,Vakarel,,2026-02-27 22:05:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:6,BDŽ 8657,6.0,Ihtiman,,2026-02-27 22:24:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:7,BDŽ 8657,7.0,Kostenets,,2026-02-27 22:48:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:8,BDŽ 8657,8.0,Belovo,,2026-02-27 23:12:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:9,BDŽ 8657,9.0,Septemvri,,2026-02-27 23:22:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:10,BDŽ 8657,10.0,Pazardzhik,,2026-02-27 23:33:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:11,BDŽ 8657,11.0,Stambolijski,,2026-02-27 23:45:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:12,BDŽ 8657,12.0,Plovdiv,,2026-02-27 23:57:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:13,BDŽ 8657,13.0,Krumovo,,2026-02-27 00:03:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:14,BDŽ 8657,14.0,Parvomai,,2026-02-27 00:27:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:15,BDŽ 8657,15.0,Dimitrovgrad,,2026-02-27 01:02:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:16,BDŽ 8657,16.0,Komunari,2026-02-27 04:38:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:17,BDŽ 8657,17.0,Dalgopol,2026-02-27 04:47:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:18,BDŽ 8657,18.0,Sindel,2026-02-27 05:11:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:19,BDŽ 8657,19.0,Beloslav,2026-02-27 05:23:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:99,BDŽ 8657,99.0,Varna,2026-02-27 05:42:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:0,BDŽ 9646,0.0,Silistra,,2026-02-27 18:20:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:1,BDŽ 9646,1.0,Alfatar,2026-02-27 19:06:00,2026-02-27 19:06:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:,BDŽ 9646,,Mezhden,2026-02-27 19:34:00,2026-02-27 19:34:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:2,BDŽ 9646,2.0,Dulovo,2026-02-27 19:42:00,2026-02-27 19:43:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:,BDŽ 9646,,Ruijno,2026-02-27 19:56:00,2026-02-27 19:56:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:,BDŽ 9646,,Bezimenna,2026-02-27 20:05:00,2026-02-27 20:05:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:3,BDŽ 9646,3.0,Todorovo,2026-02-27 20:13:00,2026-02-27 20:13:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:,BDŽ 9646,,Kitanchevo,2026-02-27 20:20:00,2026-02-27 20:20:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:4,BDŽ 9646,4.0,Isperih,2026-02-27 20:28:00,2026-02-27 20:30:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:,BDŽ 9646,,Bogdantsi,2026-02-27 20:44:00,2026-02-27 20:44:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:,BDŽ 9646,,Harsovo,2026-02-27 20:52:00,2026-02-27 20:52:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:5,BDŽ 9646,5.0,Samuil,2026-02-27 21:00:00,2026-02-27 21:20:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:6,BDŽ 9646,6.0,Razgrad,2026-02-27 21:40:00,2026-02-27 21:41:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:7,BDŽ 9646,7.0,Senovo,2026-02-27 21:57:00,2026-02-27 21:58:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:8,BDŽ 9646,8.0,Vetovo,2026-02-27 22:11:00,2026-02-27 22:12:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:9,BDŽ 9646,9.0,Yastrebovo,2026-02-27 22:23:00,2026-02-27 22:24:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:10,BDŽ 9646,10.0,Ruse Razpredelitel,2026-02-27 22:44:00,2026-02-27 22:58:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:,BDŽ 9646,,Ruse Tovarna,2026-02-27 23:02:00,2026-02-27 23:02:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:11,BDŽ 9646,11.0,Ruse,2026-02-27 23:06:00,2026-02-27 23:11:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:12,BDŽ 9646,12.0,Ivanovo,2026-02-27 23:33:00,2026-02-27 23:34:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:13,BDŽ 9646,13.0,Dve Mogili,2026-02-27 23:50:00,2026-02-27 23:51:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:14,BDŽ 9646,14.0,Borovo,2026-02-27 00:05:00,2026-02-27 00:07:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:15,BDŽ 9646,15.0,Byala,2026-02-27 00:25:00,2026-02-27 00:26:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:16,BDŽ 9646,16.0,Polski Trambesh,2026-02-27 00:39:00,2026-02-27 00:40:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:17,BDŽ 9646,17.0,Petko Karavelovo,2026-02-27 00:48:00,2026-02-27 00:53:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:18,BDŽ 9646,18.0,Gorna Oryahovitsa,2026-02-27 01:15:00,2026-02-27 01:43:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:19,BDŽ 9646,19.0,Zverino,2026-02-27 04:28:00,2026-02-27 04:29:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:20,BDŽ 9646,20.0,Lakatnik,2026-02-27 04:49:00,2026-02-27 04:50:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:21,BDŽ 9646,21.0,Svoge,2026-02-27 05:07:00,2026-02-27 05:08:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:22,BDŽ 9646,22.0,Kurilo,2026-02-27 05:28:00,2026-02-27 05:29:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:23,BDŽ 9646,23.0,Sofia Sever,2026-02-27 05:41:00,2026-02-27 05:42:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:99,BDŽ 9646,99.0,Sofia,2026-02-27 05:46:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:0,BDŽ 9647,0.0,Sofia,,2026-02-27 20:10:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:1,BDŽ 9647,1.0,Sofia Sever,2026-02-27 20:15:00,2026-02-27 20:16:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:2,BDŽ 9647,,Kumarica,2026-02-27 20:24:00,2026-02-27 20:24:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:3,BDŽ 9647,3.0,Kurilo,2026-02-27 20:27:00,2026-02-27 20:28:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:4,BDŽ 9647,,Romcha,2026-02-27 20:34:00,2026-02-27 20:34:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:5,BDŽ 9647,,Vlado Trickov,2026-02-27 20:37:00,2026-02-27 20:37:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:6,BDŽ 9647,,Lukovo,2026-02-27 20:41:00,2026-02-27 20:41:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:7,BDŽ 9647,4.0,Rebrovo,2026-02-27 20:44:00,2026-02-27 20:45:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:8,BDŽ 9647,,Tompsan,2026-02-27 20:50:00,2026-02-27 20:50:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:9,BDŽ 9647,5.0,Svoge,2026-02-27 20:57:00,2026-02-27 20:58:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:10,BDŽ 9647,,Gelen,2026-02-27 21:03:00,2026-02-27 21:03:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:11,BDŽ 9647,,Cerovo,2026-02-27 21:08:00,2026-02-27 21:08:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:12,BDŽ 9647,,Bov,2026-02-27 21:12:00,2026-02-27 21:13:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:13,BDŽ 9647,6.0,Lakatnik,2026-02-27 21:21:00,2026-02-27 21:22:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:14,BDŽ 9647,7.0,Zverino,2026-02-27 21:41:00,2026-02-27 21:42:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:15,BDŽ 9647,8.0,Mezdra,2026-02-27 21:58:00,2026-02-27 21:59:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:16,BDŽ 9647,16.0,Roman,2026-02-27 22:12:00,2026-02-27 22:13:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:17,BDŽ 9647,17.0,Cherven Bryag,2026-02-27 22:32:00,2026-02-27 22:33:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:18,BDŽ 9647,9.0,Telish,2026-02-27 22:46:00,2026-02-27 22:47:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:19,BDŽ 9647,10.0,Dolni Dabnik,2026-02-27 22:59:00,2026-02-27 23:00:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:20,BDŽ 9647,11.0,Pleven,2026-02-27 23:13:00,2026-02-27 23:14:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:21,BDŽ 9647,12.0,Levski,2026-02-27 23:41:00,2026-02-27 23:42:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:22,BDŽ 9647,13.0,Pavlikeni,2026-02-27 23:55:00,2026-02-27 23:56:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:23,BDŽ 9647,14.0,Gorna Oryahovitsa,2026-02-27 00:19:00,2026-02-27 00:29:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:24,BDŽ 9647,15.0,Petko Karavelovo,2026-02-27 00:51:00,2026-02-27 00:52:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:25,BDŽ 9647,16.0,Polski Trambesh,2026-02-27 01:00:00,2026-02-27 01:01:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:26,BDŽ 9647,16.0,Bjala,2026-02-27 01:14:00,2026-02-27 01:15:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:27,BDŽ 9647,18.0,Borovo,2026-02-27 01:33:00,2026-02-27 01:34:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:28,BDŽ 9647,19.0,Samuil,2026-02-27 04:16:00,2026-02-27 04:40:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:29,BDŽ 9647,,Bogdantsi,2026-02-27 04:56:00,2026-02-27 04:56:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:30,BDŽ 9647,20.0,Isperih,2026-02-27 05:09:00,2026-02-27 05:10:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:31,BDŽ 9647,21.0,Todorovo,2026-02-27 05:24:00,2026-02-27 05:24:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:32,BDŽ 9647,,Bezimenna,2026-02-27 05:32:00,2026-02-27 05:32:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:33,BDŽ 9647,,Ruijno,2026-02-27 05:41:00,2026-02-27 05:41:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:34,BDŽ 9647,22.0,Dulovo,2026-02-27 05:54:00,2026-02-27 06:00:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:35,BDŽ 9647,,Mezhden,2026-02-27 06:09:00,2026-02-27 06:09:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:36,BDŽ 9647,23.0,Alfatar,2026-02-27 06:36:00,2026-02-27 06:36:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9647:99,BDŽ 9647,99.0,Silistra,2026-02-27 07:20:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
ČD EC 458:0,ČD EC 458,0.0,Praha hl.n.,,2026-02-27 18:28:00,,,,,,,,,,,,,,,,,,,,
ČD EC 458:1,ČD EC 458,1.0,Ústí nad Labem hl.n.,,2026-02-27 19:41:00,,,,,,,,,,,,,,,,,,,,
ČD EC 458:2,ČD EC 458,2.0,Dresden Hbf,,2026-02-27 21:10:00,,,,,,,,,,,,,,,,,,,,
ČD EC 458:3,ČD EC 458,3.0,Riesa,,2026-02-27 21:49:00,,,,,,,,,,,,,,,,,,,,
ČD EC 458:4,ČD EC 458,4.0,Freiburg (Breisgau) Hbf,2026-02-27 04:04:00,,,,,,,,,,,,,,,,,,,,,
ČD EC 458:5,ČD EC 458,5.0,Basel SBB,2026-02-27 07:20:00,2026-02-27 21:49:00,,,,,,,,,,,,,,,,,,,,
ČD EC 458:99,ČD EC 458,99.0,Zürich HB,2026-02-27 08:30:00,,,,,,,,,,,,,,,,,,,,,
ČD EN 40459:0,ČD EN 40459,0.0,Zürich HB,,2026-02-27 19:59:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ČD EN 40459:1,ČD EN 40459,1.0,Basel SBB,2026-02-27 20:53:00,2026-02-27 21:13:00,1.0,0.0,,,,,,,,,,,,,,,,,,
ČD EN 40459:2,ČD EN 40459,2.0,Basel Bad Bf,2026-02-27 21:19:00,2026-02-27 21:22:00,1.0,0.0,,,,,,,,,,,,,,,,,,
ČD EN 40459:3,ČD EN 40459,3.0,Freiburg (Breisgau) Hbf,2026-02-27 21:56:00,2026-02-27 21:58:00,1.0,0.0,,,,,,,,,,,,,,,,,,
ČD EN 40459:4,ČD EN 40459,4.0,Offenburg,2026-02-27 22:29:00,2026-02-27 22:31:00,1.0,0.0,,,,,,,,,,,,,,,,,,
ČD EN 40459:5,ČD EN 40459,5.0,Karlsruhe Hbf,2026-02-27 23:05:00,2026-02-27 23:07:00,1.0,0.0,,,,,,,,,,,,,,,,,,
ČD EN 40459:6,ČD EN 40459,6.0,Mannheim Hbf,2026-02-27 23:40:00,2026-02-27 23:42:00,1.0,0.0,,,,,,,,,,,,,,,,,,
ČD EN 40459:7,ČD EN 40459,7.0,Frankfurt (Main) Süd,2026-02-27 00:23:00,2026-02-27 00:27:00,1.0,0.0,,,,,,,,,,,,,,,,,,
ČD EN 40459:8,ČD EN 40459,8.0,Leipzig Hbf,2026-02-27 04:48:00,2026-02-27 05:45:00,0.0,1.0,,,,,,,,,,,,,,,,,,
ČD EN 40459:9,ČD EN 40459,9.0,Riesa,2026-02-27 06:20:00,2026-02-27 06:23:00,0.0,1.0,,,,,,,,,,,,,,,,,,
ČD EN 40459:10,ČD EN 40459,10.0,Dresden Neustadt,2026-02-27 06:59:00,2026-02-27 07:01:00,0.0,1.0,,,,,,,,,,,,,,,,,,
ČD EN 40459:11,ČD EN 40459,11.0,Dresden Hbf,2026-02-27 07:06:00,2026-02-27 07:08:00,0.0,1.0,,,,,,,,,,,,,,,,,,
ČD EN 40459:12,ČD EN 40459,12.0,Bad Schandau,2026-02-27 07:32:00,2026-02-27 07:34:00,0.0,1.0,,,,,,,,,,,,,,,,,,
ČD EN 40459:13,ČD EN 40459,13.0,Děčín hl.n.,2026-02-27 07:51:00,2026-02-27 07:57:00,0.0,1.0,,,,,,,,,,,,,,,,,,
ČD EN 40459:14,ČD EN 40459,14.0,Ústí nad Labem hl.n.,2026-02-27 08:11:00,2026-02-27 08:13:00,0.0,1.0,,,,,,,,,,,,,,,,,,
ČD EN 40459:15,ČD EN 40459,15.0,Praha-Holešovice,2026-02-27 09:13:00,2026-02-27 09:13:00,0.0,1.0,,,,,,,,,,,,,,,,,,
ČD EN 40459:99,ČD EN 40459,99.0,Praha hl.n.,2026-02-27 09:23:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
ČD EN 40476:0,ČD EN 40476,0.0,Budapest-Nyugati,,2026-02-27 19:30:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ČD EN 40476:1,ČD EN 40476,1.0,Vac,2026-02-27 19:56:00,2026-02-27 19:57:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ČD EN 40476:2,ČD EN 40476,2.0,Štúrovo,2026-02-27 20:33:00,2026-02-27 20:36:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ČD EN 40476:3,ČD EN 40476,3.0,Nové Zámky,2026-02-27 21:01:00,2026-02-27 21:03:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ČD EN 40476:4,ČD EN 40476,4.0,Bratislava hl.st.,2026-02-27 21:55:00,2026-02-27 21:58:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ČD EN 40476:5,ČD EN 40476,5.0,Kúty,2026-02-27 22:47:00,2026-02-27 22:49:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ČD EN 40476:6,ČD EN 40476,6.0,Břeclav,2026-02-27 23:04:00,2026-02-27 23:57:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ČD EN 40476:7,ČD EN 40476,7.0,Brno hl.n.,2026-02-27 00:26:00,2026-02-27 00:29:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ČD EN 40476:8,ČD EN 40476,8.0,Pardubice hl.n.,2026-02-27 01:58:00,2026-02-27 02:00:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ČD EN 40476:9,ČD EN 40476,9.0,Praha hl.n.,2026-02-27 03:01:00,2026-02-27 03:08:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ČD EN 40476:10,ČD EN 40476,10.0,Praha-Holešovice,2026-02-27 03:16:00,2026-02-27 03:19:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ČD EN 40476:11,ČD EN 40476,11.0,Ústí nad Labem hl.n.,2026-02-27 04:18:00,2026-02-27 04:20:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ČD EN 40476:12,ČD EN 40476,12.0,Děčín hl.n.,2026-02-27 04:35:00,2026-02-27 05:07:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ČD EN 40476:13,ČD EN 40476,13.0,Bad Schandau,2026-02-27 05:24:00,2026-02-27 05:26:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ČD EN 40476:14,ČD EN 40476,14.0,Dresden Hbf,2026-02-27 05:50:00,2026-02-27 05:53:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ČD EN 40476:15,ČD EN 40476,15.0,Dresden Neustadt,2026-02-27 05:58:00,2026-02-27 06:06:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ČD EN 40476:16,ČD EN 40476,16.0,Berlin Südkreuz,2026-02-27 08:05:00,2026-02-27 08:09:00,0.0,1.0,,,,,,,,,,,,,,,,,,
ČD EN 40476:99,ČD EN 40476,99.0,Berlin Hbf,2026-02-27 08:14:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
ČD EN 40457:0,ČD EN 40457,0.0,Praha hl.n.,,2026-02-27 22:03:00,,,,,,,,,,,,,,,,,,,,
ČD EN 40457:1,ČD EN 40457,1.0,Pardubice hl.n.,,2026-02-27 23:05:00,,,,,,,,,,,,,,,,,,,,
ČD EN 40457:2,ČD EN 40457,2.0,Brno hl.n.,,2026-02-27 00:48:00,,,,,,,,,,,,,,,,,,,,
ČD EN 40457:3,ČD EN 40457,3.0,Břeclav,2026-02-27 01:18:00,2026-02-27 04:55:00,,,,,,,,,,,,,,,,,,,,
ČD EN 40457:4,ČD EN 40457,4.0,Bratislava hl.st.,2026-02-27 06:02:00,,,,,,,,,,,,,,,,,,,,,
ČD EN 40457:5,ČD EN 40457,5.0,Nové Zámky,2026-02-27 06:57:00,,,,,,,,,,,,,,,,,,,,,
ČD EN 40457:6,ČD EN 40457,6.0,Vac,2026-02-27 07:59:00,,,,,,,,,,,,,,,,,,,,,
ČD EN 40457:99,ČD EN 40457,99.0,Budapest Nyugati,2026-02-27 08:29:00,,,,,,,,,,,,,,,,,,,,,
CFR IC 472:0,CFR IC 472,0.0,București Nord,,2026-02-27 18:25:00,,,,,,,,,,,,,,,,,,,,
CFR IC 472:1,CFR IC 472,1.0,Ploiești Vest,,2026-02-27 19:02:00,,,,,,,,,,,,,,,,,,,,
CFR IC 472:2,CFR IC 472,2.0,Brașov,,2026-02-27 21:03:00,,,,,,,,,,,,,,,,,,,,
CFR IC 472:3,CFR IC 472,3.0,Sibiu,,2026-02-27 23:43:00,,,,,,,,,,,,,,,,,,,,
CFR IC 472:4,CFR IC 472,4.0,Arad,2026-02-27 04:38:00,,,,,,,,,,,,,,,,,,,,,
CFR IC 472:5,CFR IC 472,5.0,Curtici,2026-02-27 04:59:00,2026-02-27 05:34:00,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
CFR IC 472:6,CFR IC 472,6.0,Szolnok,2026-02-27 07:26:00,,,,,,,,,,,,,,,,,,,,,
CFR IC 472:99,CFR IC 472,99.0,Budapest Keleti,2026-02-27 08:50:00,,,,,,,,,,,,,,,,,,,,,
CFR IC 473:0,CFR IC 473,0.0,Budapest-Keleti,,2026-02-27 19:10:00,0.0,0.0,,,,,,,,,,,,,,,,,,
CFR IC 473:1,CFR IC 473,1.0,Szolnok,2026-02-27 20:31:00,2026-02-27 20:32:00,0.0,0.0,,,,,,,,,,,,,,,,,,
CFR IC 473:2,CFR IC 473,2.0,Mezőtúr,2026-02-27 20:59:00,2026-02-27 21:00:00,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
CFR IC 473:3,CFR IC 473,3.0,Gyoma,2026-02-27 21:10:00,2026-02-27 21:11:00,0.0,0.0,,,,,,,,,,,,,,,,,,
CFR IC 473:4,CFR IC 473,4.0,Csárdaszállás,2026-02-27 21:18:00,2026-02-27 21:19:00,0.0,0.0,,,,,,,,,,,,,,,,,,
CFR IC 473:5,CFR IC 473,5.0,Mezőberény,2026-02-27 21:23:00,2026-02-27 21:25:00,0.0,0.0,,,,,,,,,,,,,,,,,,
CFR IC 473:6,CFR IC 473,6.0,Murony,2026-02-27 21:30:00,2026-02-27 21:31:00,0.0,0.0,,,,,,,,,,,,,,,,,,
CFR IC 473:7,CFR IC 473,7.0,Békéscsaba,2026-02-27 21:39:00,2026-02-27 21:44:00,0.0,0.0,,,,,,,,,,,,,,,,,,
