train_stop_id,trip_id,stop_sequence,stop_id,arrival_time,departure_time,no_exit,no_entry,border_control,_c9,_c10,_c11,_c12,_c13,_c14,_c15,_c16,_c17,_c18,_c19,_c20,_c21,_c22,_c23,_c24,_c25
PKP IC 16170:2,PKP IC 16170,2.0,Warszawa Zachodnia,,2026-02-27 23:52:00,,,,,,,,,,,,,,,,,,,,
PKP IC 16170:3,PKP IC 16170,3.0,Wrocław Gł.,2026-02-27 04:25:00,,,,,,,,,,,,,,,,,,,,,
PKP IC 16170:4,PKP IC 16170,4.0,Jelenia Góra,2026-02-27 06:34:00,,,,,,,,,,,,,,,,,,,,,
PKP IC 16170:99,PKP IC 16170,99.0,Szklarska Poręba Górna,2026-02-27 07:34:00,,,,,,,,,,,,,,,,,,,,,
PKP IC 61170:0,PKP IC 61170,0.0,Szklarska Poręba Górna,,2026-02-27 20:18:00,,,,,,,,,,,,,,,,,,,,
PKP IC 61170:1,PKP IC 61170,1.0,Jelenia Góra,,2026-02-27 21:06:00,,,,,,,,,,,,,,,,,,,,
PKP IC 61170:2,PKP IC 61170,2.0,Wrocław Gł.,,2026-02-27 23:25:00,,,,,,,,,,,,,,,,,,,,
PKP IC 61170:3,PKP IC 61170,3.0,Warszawa Zachodnia,2026-02-27 05:46:00,,,,,,,,,,,,,,,,,,,,,
PKP IC 61170:4,PKP IC 61170,4.0,Warszawa Centralna,2026-02-27 05:52:00,,,,,,,,,,,,,,,,,,,,,
PKP IC 61170:99,PKP IC 61170,99.0,Warszawa Wschodnia,2026-02-27 06:23:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 35190:0,PKP TLK 35190,0.0,Kraków Gł.,,2026-02-27 20:14:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 35190:1,PKP TLK 35190,1.0,Częstochowa,,2026-02-27 22:03:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 35190:2,PKP TLK 35190,2.0,Łódź Kaliska,,2026-02-27 00:20:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 35190:3,PKP TLK 35190,3.0,Toruń Gł.,,2026-02-27 02:57:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 35190:4,PKP TLK 35190,4.0,Gdynia Główna,2026-02-27 05:45:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 35190:99,PKP TLK 35190,99.0,Łeba,2026-02-27 08:13:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 53190:0,PKP TLK 53190,0.0,Łeba,,2026-02-27 21:00:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 53190:1,PKP TLK 53190,1.0,Gdynia Gł.,,2026-02-27 23:05:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 53190:2,PKP TLK 53190,2.0,Gdańsk Gł.,,2026-02-27 23:32:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 53190:3,PKP TLK 53190,3.0,Tczew,,2026-02-27 23:52:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 53190:4,PKP TLK 53190,4.0,Łódź Kaliska,2026-02-27 04:20:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 53190:5,PKP TLK 53190,5.0,Częstochowa,2026-02-27 07:03:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 53190:99,PKP TLK 53190,99.0,Kraków Gł.,2026-02-27 08:48:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 18170:0,PKP TLK 18170,0.0,Warszawa Centralna,,2026-02-27 22:07:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 18170:1,PKP TLK 18170,1.0,Baqël,,2026-02-27 22:13:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 18170:2,PKP TLK 18170,2.0,Szczecin Gł.,2026-02-27 05:08:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 18170:99,PKP TLK 18170,99.0,Świnoujście,2026-02-27 07:11:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 81170:0,PKP TLK 81170,0.0,Świnoujście,,2026-02-27 21:01:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 81170:1,PKP TLK 81170,1.0,Szczecin Gł.,,2026-02-27 22:43:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 81170:2,PKP TLK 81170,2.0,Kostrzyn,,2026-02-27 00:11:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 81170:,PKP TLK 81170,,Rzepin,,2026-02-27 00:40:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 81170:3,PKP TLK 81170,3.0,Baqël,2026-02-27 06:20:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 81170:99,PKP TLK 81170,99.0,Warszawa Centralna,2026-02-27 06:41:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 35170:0,PKP TLK 35170,0.0,Zakopane,,2026-02-27 21:53:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 35170:1,PKP TLK 35170,1.0,Kraków Gł.,,2026-02-27 00:23:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 35170:2,PKP TLK 35170,2.0,Częstochowa,,2026-02-27 02:23:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 35170:3,PKP TLK 35170,3.0,Warszawa Centralna,2026-02-27 04:36:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 35170:4,PKP TLK 35170,4.0,Ciechanow,2026-02-27 06:00:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 35170:5,PKP TLK 35170,5.0,Tczew,2026-02-27 07:51:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 35170:6,PKP TLK 35170,6.0,Gdańsk Gł.,2026-02-27 08:13:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 35170:99,PKP TLK 35170,99.0,Gdynia Gł.,2026-02-27 08:40:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 53170:0,PKP TLK 53170,0.0,Gdynia Gł.,,2026-02-27 19:22:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 53170:1,PKP TLK 53170,1.0,Gdańsk Gł.,,2026-02-27 19:48:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 53170:2,PKP TLK 53170,2.0,Tczew,,2026-02-27 20:15:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 53170:3,PKP TLK 53170,3.0,Ciechanow,,2026-02-27 22:13:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 53170:4,PKP TLK 53170,4.0,Warszawa Centralna,,2026-02-27 23:23:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 53170:5,PKP TLK 53170,5.0,Kraków Gł.,2026-02-27 03:30:00,2026-02-27 03:49:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 53170:99,PKP TLK 53170,99.0,Zakopane,2026-02-27 06:02:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 83170:0,PKP TLK 83170,0.0,Kołobrzeg,,2026-02-27 20:17:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 83170:1,PKP TLK 83170,1.0,Koszalin,,2026-02-27 21:15:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 83170:2,PKP TLK 83170,2.0,Słupsk,,2026-02-27 21:59:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 83170:3,PKP TLK 83170,3.0,Gdynia Gł.,,2026-02-27 23:36:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 83170:4,PKP TLK 83170,4.0,Gdańsk Gł.,,2026-02-27 00:06:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 83170:5,PKP TLK 83170,5.0,Warszawa Wschodnia,2026-02-27 03:42:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 83170:6,PKP TLK 83170,6.0,Radom,2026-02-27 08:44:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 83170:7,PKP TLK 83170,7.0,Kielce,2026-02-27 07:05:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 83170:99,PKP TLK 83170,99.0,Kraków Gł.,2026-02-27 08:44:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 35172:0,PKP TLK 35172,0.0,Kraków Gł.,,2026-02-27 19:56:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 35172:1,PKP TLK 35172,1.0,Trzebinia,,2026-02-27 20:24:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 35172:2,PKP TLK 35172,2.0,Katowice,,2026-02-27 21:01:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 35172:3,PKP TLK 35172,3.0,Gliwice,,2026-02-27 21:25:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 35172:4,PKP TLK 35172,4.0,Opole Gł.,,2026-02-27 22:23:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 35172:5,PKP TLK 35172,5.0,Wrocław Gł.,,2026-02-27 23:48:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 35172:6,PKP TLK 35172,6.0,Gdańsk Gł.,2026-02-27 05:30:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 35172:99,PKP TLK 35172,99.0,Gdynia Gł.,2026-02-27 06:01:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 53172:0,PKP TLK 53172,0.0,Gdynia Gł.,,2026-02-27 22:13:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 53172:1,PKP TLK 53172,1.0,Gdańsk Gł.,,2026-02-27 22:45:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 53172:2,PKP TLK 53172,2.0,Bydgoszcz Gł.,,2026-02-27 00:29:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 53172:3,PKP TLK 53172,3.0,Wrocław Gł.,2026-02-27 04:37:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 53172:4,PKP TLK 53172,4.0,Opole Gł.,2026-02-27 06:06:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 53172:5,PKP TLK 53172,5.0,Gliwice,2026-02-27 07:05:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 53172:6,PKP TLK 53172,6.0,Katowice,2026-02-27 07:31:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 53172:7,PKP TLK 53172,7.0,Trzebinia,2026-02-27 08:09:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 53172:99,PKP TLK 53172,99.0,Kraków Gł.,2026-02-27 08:36:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 38170:0,PKP TLK 38170,0.0,Kraków Gł.,,2026-02-27 20:49:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 38170:1,PKP TLK 38170,1.0,Kielce,,2026-02-27 22:34:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 38170:2,PKP TLK 38170,2.0,Radom,,2026-02-27 23:50:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 38170:3,PKP TLK 38170,3.0,Gdańsk Gł.,2026-02-27 05:48:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 38170:4,PKP TLK 38170,4.0,Gdynia Gł.,2026-02-27 06:19:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 38170:5,PKP TLK 38170,5.0,Słupsk,2026-02-27 08:21:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 38170:6,PKP TLK 38170,6.0,Koszalin,2026-02-27 09:20:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 38170:99,PKP TLK 38170,99.0,Kołobrzeg,2026-02-27 10:11:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 83170:0,PKP TLK 83170,0.0,Kołobrzeg,,2026-02-27 20:17:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 83170:1,PKP TLK 83170,1.0,Koszalin,,2026-02-27 21:15:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 83170:2,PKP TLK 83170,2.0,Słupsk,,2026-02-27 21:59:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 83170:3,PKP TLK 83170,3.0,Gdynia Gł.,,2026-02-27 23:36:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 83170:4,PKP TLK 83170,4.0,Gdańsk Gł.,,2026-02-27 00:06:00,,,,,,,,,,,,,,,,,,,,
PKP TLK 83170:5,PKP TLK 83170,5.0,Radom,2026-02-27 06:01:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 83170:6,PKP TLK 83170,6.0,Kielce,2026-02-27 07:05:00,,,,,,,,,,,,,,,,,,,,,
PKP TLK 83170:99,PKP TLK 83170,99.0,Kraków Gł.,2026-02-27 08:44:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40416:0,PKP/ČD EN 40416,0.0,München Hbf,,2026-02-27 18:35:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40416:1,PKP/ČD EN 40416,1.0,München Ost,,2026-02-27 18:45:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40416:2,PKP/ČD EN 40416,2.0,Rosenheim,,2026-02-27 19:22:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40416:3,PKP/ČD EN 40416,3.0,Salzburg Hbf,,2026-02-27 20:30:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40416:4,PKP/ČD EN 40416,4.0,Attnang-Puchheim,,2026-02-27 21:17:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40416:5,PKP/ČD EN 40416,5.0,Linz Hbf,,2026-02-27 21:45:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40416:6,PKP/ČD EN 40416,6.0,St. Pölten Hbf,,2026-02-27 22:42:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40416:7,PKP/ČD EN 40416,7.0,Wien Meidling,,2026-02-27 23:11:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40416:8,PKP/ČD EN 40416,8.0,Wien Hbf,,2026-02-27 23:19:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40416:9,PKP/ČD EN 40416,9.0,Břeclav,,2026-02-27 01:04:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40416:10,PKP/ČD EN 40416,10.0,Gliwice,2026-02-27 05:33:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40416:11,PKP/ČD EN 40416,11.0,Zabrze,2026-02-27 05:54:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40416:12,PKP/ČD EN 40416,12.0,Katowice,2026-02-27 06:16:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40416:13,PKP/ČD EN 40416,13.0,Mysłowice,2026-02-27 06:31:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40416:14,PKP/ČD EN 40416,14.0,Jaworzno Szczakowa,2026-02-27 06:41:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40416:15,PKP/ČD EN 40416,15.0,Trzebinia,2026-02-27 06:50:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40416:16,PKP/ČD EN 40416,16.0,Krzeszowice,2026-02-27 06:59:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40416:17,PKP/ČD EN 40416,17.0,Kraków Gł.,2026-02-27 07:15:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40416:18,PKP/ČD EN 40416,18.0,Tarnow,2026-02-27 08:18:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40416:19,PKP/ČD EN 40416,19.0,Dębica,2026-02-27 08:36:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40416:20,PKP/ČD EN 40416,20.0,Rzeszow Gł.,2026-02-27 09:04:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40416:21,PKP/ČD EN 40416,21.0,Przeworsk,2026-02-27 09:32:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40416:22,PKP/ČD EN 40416,22.0,Jarosław,2026-02-27 09:43:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40416:99,PKP/ČD EN 40416,99.0,Przemyśl Gł.,2026-02-27 10:10:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40417:0,PKP/ČD EN 40417,0.0,Przemyśl Gł.,,2026-02-27 17:51:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EC 460:1,PKP/ČD EC 460,1.0,Jarosław,,2026-02-27 18:18:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40417:2,PKP/ČD EN 40417,2.0,Przeworsk,,2026-02-27 18:28:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40417:3,PKP/ČD EN 40417,3.0,Rzeszow Gł.,,2026-02-27 18:57:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40417:4,PKP/ČD EN 40417,4.0,Dębica,,2026-02-27 19:25:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40417:5,PKP/ČD EN 40417,5.0,Tarnow,,2026-02-27 19:43:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40417:6,PKP/ČD EN 40417,6.0,Kraków Gł.,,2026-02-27 20:57:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40417:7,PKP/ČD EN 40417,7.0,Krzeszowice,,2026-02-27 21:13:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40417:8,PKP/ČD EN 40417,8.0,Trzebinia,,2026-02-27 21:21:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40417:9,PKP/ČD EN 40417,9.0,Jaworzno Szczakowa,,2026-02-27 21:31:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40417:1,PKP/ČD EN 40417,1.0,Mysłowice,,2026-02-27 21:50:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40417:11,PKP/ČD EN 40417,11.0,Katowice,,2026-02-27 22:10:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40417:12,PKP/ČD EN 40417,12.0,Zabrze,,2026-02-27 22:26:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40417:13,PKP/ČD EN 40417,13.0,Gliwice,,2026-02-27 22:34:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40417:14,PKP/ČD EN 40417,14.0,Břeclav,2026-02-27 03:20:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40417:15,PKP/ČD EN 40417,15.0,Wien Hbf,2026-02-27 05:25:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40417:16,PKP/ČD EN 40417,16.0,Wien Meidling,2026-02-27 05:44:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40417:17,PKP/ČD EN 40417,17.0,St. Pölten Hbf,2026-02-27 06:13:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40417:18,PKP/ČD EN 40417,18.0,Linz Hbf,2026-02-27 07:13:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40417:19,PKP/ČD EN 40417,19.0,Attnang-Puchheim,2026-02-27 07:41:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40417:20,PKP/ČD EN 40417,20.0,Salzburg Hbf,2026-02-27 08:30:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40417:21,PKP/ČD EN 40417,21.0,Rosenheim,2026-02-27 09:43:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40417:22,PKP/ČD EN 40417,22.0,München Ost,2026-02-27 10:13:00,,0.0,1.0,,,,,,,,,,,,,,,,,,
PKP/ČD EN 40417:99,PKP/ČD EN 40417,99.0,München Hbf,2026-02-27 10:24:00,,0.0,1.0,,,,,,,,,,,,,,,,,,
PKP/ČD EC 460:0,PKP/ČD EC 460,0.0,Praha hl.n.,,2026-02-27 18:51:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EC 460:1,PKP/ČD EC 460,1.0,Pardubice hl.n.,,2026-02-27 19:54:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EC 460:2,PKP/ČD EC 460,2.0,Lichkov,,2026-02-27 21:02:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EC 460:3,PKP/ČD EC 460,3.0,Międzylesie,,2026-02-27 21:15:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EC 460:4,PKP/ČD EC 460,4.0,Kłodzko Miasto,,2026-02-27 21:43:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EC 460:5,PKP/ČD EC 460,5.0,Wrocław Gł.,,2026-02-27 23:50:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EC 460:6,PKP/ČD EC 460,6.0,Poznań Gł.,,2026-02-27 01:41:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EC 460:7,PKP/ČD EC 460,7.0,Gdańsk Gł.,2026-02-27 04:53:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EC 460:99,PKP/ČD EC 460,99.0,Gdynia Gł.,2026-02-27 05:20:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EC 461:0,PKP/ČD EC 461,0.0,Gdynia Gł.,,2026-02-27 23:13:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EC 461:1,PKP/ČD EC 461,1.0,Gdańsk Gł.,,2026-02-27 23:40:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EC 461:2,PKP/ČD EC 461,2.0,Bydgoszcz Gł.,,2026-02-27 01:13:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EC 461:3,PKP/ČD EC 461,3.0,Wrocław Gł.,2026-02-27 04:21:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EC 461:4,PKP/ČD EC 461,4.0,Kłodzko Miasto,2026-02-27 06:18:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EC 461:5,PKP/ČD EC 461,5.0,Międzylesie,2026-02-27 06:45:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EC 461:6,PKP/ČD EC 461,6.0,Lichkov,2026-02-27 06:57:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EC 461:7,PKP/ČD EC 461,7.0,Pardubice hl.n.,2026-02-27 08:01:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EC 461:99,PKP/ČD EC 461,99.0,Praha hl.n.,2026-02-27 09:06:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 406:0,PKP/ČD EN 406,0.0,München Hbf,,2026-02-27 18:35:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 406:1,PKP/ČD EN 406,1.0,München Ost,,2026-02-27 18:45:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 406:2,PKP/ČD EN 406,2.0,Rosenheim,,2026-02-27 19:22:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 406:3,PKP/ČD EN 406,3.0,Salzburg Hbf,,2026-02-27 20:30:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 406:4,PKP/ČD EN 406,4.0,Attnang-Puchheim,,2026-02-27 21:17:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 406:5,PKP/ČD EN 406,5.0,Linz Hbf,,2026-02-27 21:45:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 406:6,PKP/ČD EN 406,6.0,St. Pölten Hbf,,2026-02-27 22:42:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 406:7,PKP/ČD EN 406,7.0,Wien Meidling,,2026-02-27 23:11:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 406:8,PKP/ČD EN 406,8.0,Wien Hbf,,2026-02-27 23:19:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 406:9,PKP/ČD EN 406,9.0,Břeclav,,2026-02-27 01:04:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 406:10,PKP/ČD EN 406,10.0,Katowice,2026-02-27 05:16:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 406:11,PKP/ČD EN 406,11.0,Sosnowiec Główny,2026-02-27 05:33:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 406:12,PKP/ČD EN 406,12.0,Zawiercie,2026-02-27 06:02:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 406:13,PKP/ČD EN 406,13.0,Włoszczowa Północ,2026-02-27 06:37:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 406:14,PKP/ČD EN 406,14.0,Warszawa Zachodnia,2026-02-27 07:54:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 406:15,PKP/ČD EN 406,15.0,Warszawa Centralna,2026-02-27 08:00:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 406:99,PKP/ČD EN 406,99.0,Warszawa Wschodnia,2026-02-27 08:15:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 407:0,PKP/ČD EN 407,0.0,Warszawa Wschodnia,,2026-02-27 19:41:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 407:1,PKP/ČD EN 407,1.0,Warszawa Centralna,,2026-02-27 19:52:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 407:2,PKP/ČD EN 407,2.0,Warszawa Zachodnia,,2026-02-27 19:58:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 407:3,PKP/ČD EN 407,3.0,Włoszczowa Północ,,2026-02-27 21:18:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 407:4,PKP/ČD EN 407,4.0,Zawiercie,,2026-02-27 21:50:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 407:5,PKP/ČD EN 407,5.0,Sosnowiec Główny,,2026-02-27 22:18:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 407:6,PKP/ČD EN 407,6.0,Katowice,,2026-02-27 22:35:00,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 407:7,PKP/ČD EN 407,7.0,Břeclav,2026-02-27 03:20:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 407:8,PKP/ČD EN 407,8.0,Wien Hbf,2026-02-27 05:25:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 407:9,PKP/ČD EN 407,9.0,Wien Meidling,2026-02-27 05:44:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 407:10,PKP/ČD EN 407,10.0,St. Pölten Hbf,2026-02-27 06:13:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 407:11,PKP/ČD EN 407,11.0,Linz Hbf,2026-02-27 07:13:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 407:12,PKP/ČD EN 407,12.0,Attnang-Puchheim,2026-02-27 07:41:00,,,,,,,,,,,,,,,,,,,,,
PKP/ČD EN 407:13,PKP/ČD EN 407,13.0,Salzburg Hbf,2026-02-27 08:30:00,,0.0,1.0,,,,,,,,,,,,,,,,,,
PKP/ČD EN 407:14,PKP/ČD EN 407,14.0,Rosenheim,2026-02-27 09:43:00,,0.0,1.0,,,,,,,,,,,,,,,,,,
PKP/ČD EN 407:15,PKP/ČD EN 407,15.0,München Ost,2026-02-27 10:13:00,,0.0,1.0,,,,,,,,,,,,,,,,,,
PKP/ČD EN 407:99,PKP/ČD EN 407,99.0,München Hbf,2026-02-27 10:24:00,,,,,,,,,,,,,,,,,,,,,
RJ 1020:0,RJ 1020,0.0,Chop,,2026-02-27 17:35:00,,,,,,,,,,,,,,,,,,,,
RJ 1020:1,RJ 1020,1.0,Košice,,2026-02-27 21:37:00,,,,,,,,,,,,,,,,,,,,
RJ 1020:2,RJ 1020,2.0,Poprad Tatry,,2026-02-27 22:57:00,,,,,,,,,,,,,,,,,,,,
RJ 1020:3,RJ 1020,3.0,Pardubice hl.n.,2026-02-27 04:43:00,,,,,,,,,,,,,,,,,,,,,
RJ 1020:99,RJ 1020,99.0,Praha hl.n.,2026-02-27 05:46:00,,,,,,,,,,,,,,,,,,,,,
RJ 1021:0,RJ 1021,0.0,Praha hl.n.,,2026-02-27 21:52:00,,,,,,,,,,,,,,,,,,,,
